framework,projeto,caminho,versao,delay,Data do commit,hora,data da versao,data,hora,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/sweetunit/build.gradle,26,146,Data do commit: 2017-11-01, 11:55:28,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/tester/build.gradle,24,182,Data do commit: 2016-12-14, 12:49:01,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/tester/build.gradle,25,100,Data do commit: 2017-03-02, 09:24:10,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/tester/build.gradle,26,146,Data do commit: 2017-11-01, 11:55:28,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,MOLO17/CustomizableCalendar,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MOLO17/CustomizableCalendar/library/build.gradle,26,179,Data do commit: 2017-12-04, 21:51:36,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,MOLO17/CustomizableCalendar,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MOLO17/CustomizableCalendar/sample/build.gradle,26,179,Data do commit: 2017-12-04, 21:51:36,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/demo/build.gradle,24,5,Data do commit: 2016-06-20, 11:48:20,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/demo/build.gradle,25,22,Data do commit: 2016-12-14, 19:57:21,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/demo/build.gradle,26,79,Data do commit: 2017-08-26, 10:22:45,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/demo/build.gradle,27,23,Data do commit: 2017-12-28, 11:08:49,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/lib/build.gradle,24,5,Data do commit: 2016-06-20, 11:48:20,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/lib/build.gradle,25,22,Data do commit: 2016-12-14, 19:57:21,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/lib/build.gradle,26,79,Data do commit: 2017-08-26, 10:22:45,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,cachapa/ExpandableLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/cachapa/ExpandableLayout/lib/build.gradle,27,23,Data do commit: 2017-12-28, 11:08:49,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ryanlijianchang/Recyclerview-Gallery,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ryanlijianchang/Recyclerview-Gallery/rv-gallery/build.gradle,27,241,Data do commit: 2018-08-03, 20:18:31,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/app/build.gradle,25,219,Data do commit: 2017-06-29, 11:49:00,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/app/build.gradle,27,66,Data do commit: 2018-02-09, 10:49:27,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/libksylive/build.gradle,25,219,Data do commit: 2017-06-29, 11:49:00,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/libksylive/build.gradle,27,66,Data do commit: 2018-02-09, 10:49:27,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,23,347,Data do commit: 2016-07-29, 16:59:03,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,21,656,Data do commit: 2016-08-03, 16:13:33,Data de lancamento da versao,2014-10-17, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,23,408,Data do commit: 2016-09-28, 20:45:58,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,21,725,Data do commit: 2016-10-11, 12:05:14,Data de lancamento da versao,2014-10-17, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,23,422,Data do commit: 2016-10-12, 11:55:41,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,24,148,Data do commit: 2016-11-10, 11:11:59,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,25,219,Data do commit: 2017-06-29, 14:04:52,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,ksvc/KSYStreamer_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYStreamer_Android/demo/build.gradle,27,66,Data do commit: 2018-02-09, 11:14:24,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/app/build.gradle,24,66,Data do commit: 2016-08-20, 14:41:06,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/app/build.gradle,25,81,Data do commit: 2017-02-11, 22:03:13,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/app/build.gradle,24,248,Data do commit: 2017-02-18, 15:15:49,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/app/build.gradle,25,88,Data do commit: 2017-02-18, 15:32:43,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/app/build.gradle,27,97,Data do commit: 2018-03-12, 15:08:49,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/library/build.gradle,24,66,Data do commit: 2016-08-20, 14:41:06,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/library/build.gradle,25,81,Data do commit: 2017-02-11, 22:03:13,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/library/build.gradle,24,248,Data do commit: 2017-02-18, 15:15:49,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/library/build.gradle,25,88,Data do commit: 2017-02-18, 15:32:43,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,medyo/android-about-page,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/medyo/android-about-page/library/build.gradle,27,97,Data do commit: 2018-03-12, 15:08:49,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ryanlijianchang/Recyclerview-Gallery,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ryanlijianchang/Recyclerview-Gallery/app/build.gradle,27,241,Data do commit: 2018-08-03, 20:18:31,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,mdg-iitr/RotatingText,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/mdg-iitr/RotatingText/app/build.gradle,27,51,Data do commit: 2018-01-25, 17:59:38,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,mdg-iitr/RotatingText,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/mdg-iitr/RotatingText/rotatingtext/build.gradle,27,51,Data do commit: 2018-01-25, 17:59:38,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/app/build.gradle,25,40,Data do commit: 2017-01-01, 13:04:47,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/app/build.gradle,26,238,Data do commit: 2018-02-01, 12:20:59,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/app/build.gradle,27,163,Data do commit: 2018-05-17, 14:30:16,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/app/build.gradle,25,570,Data do commit: 2018-06-15, 10:08:28,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/app/build.gradle,27,197,Data do commit: 2018-06-20, 21:05:27,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/securedpreferencestore/build.gradle,25,40,Data do commit: 2017-01-01, 13:04:47,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/securedpreferencestore/build.gradle,26,238,Data do commit: 2018-02-01, 12:20:59,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/securedpreferencestore/build.gradle,27,163,Data do commit: 2018-05-17, 14:30:16,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/securedpreferencestore/build.gradle,25,570,Data do commit: 2018-06-15, 10:08:28,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/securedpreferencestore/build.gradle,27,197,Data do commit: 2018-06-20, 21:05:27,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,pavlospt/RxFile,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/pavlospt/RxFile/app/build.gradle,26,148,Data do commit: 2017-11-03, 13:32:39,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,pavlospt/RxFile,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/pavlospt/RxFile/app/build.gradle,27,188,Data do commit: 2018-06-11, 12:53:57,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,pavlospt/RxFile,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/pavlospt/RxFile/rxfile/build.gradle,26,148,Data do commit: 2017-11-03, 13:32:39,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,pavlospt/RxFile,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/pavlospt/RxFile/rxfile/build.gradle,27,188,Data do commit: 2018-06-11, 12:53:57,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-android/examples/video/app/build.gradle,26,284,Data do commit: 2018-03-18, 19:49:28,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-android/examples/video/app/build.gradle,27,133,Data do commit: 2018-04-16, 22:08:56,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,androidthings/sample-tensorflow-imageclassifier,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/androidthings/sample-tensorflow-imageclassifier/app/build.gradle,25,128,Data do commit: 2017-03-30, 12:38:55,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,androidthings/sample-tensorflow-imageclassifier,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/androidthings/sample-tensorflow-imageclassifier/app/build.gradle,26,173,Data do commit: 2017-11-28, 14:07:43,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,androidthings/sample-tensorflow-imageclassifier,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/androidthings/sample-tensorflow-imageclassifier/app/build.gradle,25,364,Data do commit: 2017-11-20, 21:14:40,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,androidthings/sample-tensorflow-imageclassifier,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/androidthings/sample-tensorflow-imageclassifier/app/build.gradle,26,175,Data do commit: 2017-11-30, 17:33:02,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,androidthings/sample-tensorflow-imageclassifier,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/androidthings/sample-tensorflow-imageclassifier/app/build.gradle,27,122,Data do commit: 2018-04-06, 16:22:17,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/app/build.gradle,27,134,Data do commit: 2018-04-18, 22:39:10,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/app/build.gradle,28,78,Data do commit: 2018-10-11, 16:06:32,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/app/build.gradle,27,310,Data do commit: 2018-10-11, 20:35:06,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/app/build.gradle,28,163,Data do commit: 2019-01-04, 10:17:51,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/photo-browse/build.gradle,27,134,Data do commit: 2018-04-18, 22:39:10,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/photo-browse/build.gradle,28,78,Data do commit: 2018-10-11, 16:06:32,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/photo-browse/build.gradle,27,310,Data do commit: 2018-10-11, 20:35:06,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,Beseting/PhotoBrowse,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Beseting/PhotoBrowse/photo-browse/build.gradle,28,163,Data do commit: 2019-01-04, 10:17:51,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,22,12,Data do commit: 2015-03-20, 18:55:48,Data de lancamento da versao,2015-03-09, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,23,3,Data do commit: 2015-08-20, 10:21:32,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,22,187,Data do commit: 2015-09-12, 10:23:41,Data de lancamento da versao,2015-03-09, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,23,26,Data do commit: 2015-09-12, 10:31:07,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,24,12,Data do commit: 2016-06-27, 12:14:13,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,25,0,Data do commit: 2016-10-31, 20:17:57,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,26,61,Data do commit: 2017-08-08, 13:54:23,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,27,0,Data do commit: 2017-10-28, 10:32:46,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/library/build.gradle,28,58,Data do commit: 2018-09-20, 19:39:45,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,HITGIF/TextFieldBoxes,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HITGIF/TextFieldBoxes/sample/build.gradle,27,0,Data do commit: 2017-11-20, 16:42:58,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,HITGIF/TextFieldBoxes,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HITGIF/TextFieldBoxes/sample/build.gradle,28,319,Data do commit: 2019-06-10, 07:58:19,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,HITGIF/TextFieldBoxes,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HITGIF/TextFieldBoxes/textfieldboxes/build.gradle,27,0,Data do commit: 2017-11-20, 16:42:58,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,HITGIF/TextFieldBoxes,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HITGIF/TextFieldBoxes/textfieldboxes/build.gradle,28,320,Data do commit: 2019-06-10, 08:20:21,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,shangmingchao/PopupList,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/shangmingchao/PopupList/samples/build.gradle,28,0,Data do commit: 2018-06-28, 19:35:29,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/library/build.gradle,25,73,Data do commit: 2017-02-04, 01:19:11,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/library/build.gradle,27,51,Data do commit: 2018-01-26, 02:23:24,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/library/build.gradle,28,103,Data do commit: 2018-11-06, 00:25:05,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/library/build.gradle,27,345,Data do commit: 2018-11-15, 22:59:29,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/library/build.gradle,28,113,Data do commit: 2018-11-15, 23:14:43,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/sample/build.gradle,25,73,Data do commit: 2017-02-04, 01:19:11,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/sample/build.gradle,27,51,Data do commit: 2018-01-26, 02:23:24,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/sample/build.gradle,28,103,Data do commit: 2018-11-06, 00:25:05,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/sample/build.gradle,27,345,Data do commit: 2018-11-15, 22:59:29,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,ShawnLin013/NumberPicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ShawnLin013/NumberPicker/sample/build.gradle,28,113,Data do commit: 2018-11-15, 23:14:43,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,uber/rave,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/uber/rave/sample/build.gradle,23,565,Data do commit: 2017-03-03, 17:04:19,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,uber/rave,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/uber/rave/sample/build.gradle,25,102,Data do commit: 2017-03-03, 17:38:18,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,uber/rave,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/uber/rave/sample/build.gradle,27,129,Data do commit: 2018-04-12, 18:44:08,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,uber/rave,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/uber/rave/sample/build.gradle,28,113,Data do commit: 2018-11-15, 14:36:46,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,uber/rave,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/uber/rave/sample/build.gradle,27,361,Data do commit: 2018-12-01, 09:52:30,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,uber/rave,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/uber/rave/sample/build.gradle,28,129,Data do commit: 2018-11-30, 19:24:56,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,22,12,Data do commit: 2015-03-20, 18:55:48,Data de lancamento da versao,2015-03-09, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,23,3,Data do commit: 2015-08-20, 10:21:32,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,22,187,Data do commit: 2015-09-12, 10:23:41,Data de lancamento da versao,2015-03-09, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,23,26,Data do commit: 2015-09-12, 10:31:07,Data de lancamento da versao,2015-08-17, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,24,12,Data do commit: 2016-06-27, 12:14:13,Data de lancamento da versao,2016-06-15, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,25,0,Data do commit: 2016-10-31, 20:17:57,Data de lancamento da versao,2016-11-22, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,26,61,Data do commit: 2017-08-08, 13:54:23,Data de lancamento da versao,2017-06-08, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,27,0,Data do commit: 2017-10-28, 10:32:46,Data de lancamento da versao,2017-12-05, 00:00:00,
Android,brianwernick/ExoMedia,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/brianwernick/ExoMedia/demo/build.gradle,28,89,Data do commit: 2018-10-22, 09:10:20,Data de lancamento da versao,2018-07-25, 00:00:00,
Android,codekidX/storage-chooser,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/codekidX/storage-chooser/app/build.gradle,26,10,Data do commit: 2017-06-18, 15:09:20,Data de lancamento da versao,2017-06-08, 00:00:00,
